SendInstitution,SendInstitutionCity,SendInstitutionState,SendInstitutionCountry,SendInstitutionOPEID,SendEditionLowYear,SendEditionHighYear,SendCourse1CourseCode,SendCourse1CourseTitle,SendCourse1Units,SendCourse2CourseCode,SendCourse2CourseTitle,SendCourse2Units,SendCourse3CourseCode,SendCourse3CourseTitle,SendCourse3Units,SendCourse4CourseCode,SendCourse4CourseTitle,SendCourse4Units,SendCourse5CourseCode,SendCourse5CourseTitle,SendCourse5Units,SendCourse6CourseCode,SendCourse6CourseTitle,SendCourse6Units,SendCourse7CourseCode,SendCourse7CourseTitle,SendCourse7Units,SendCourse8CourseCode,SendCourse8CourseTitle,SendCourse8Units,SendCourse9CourseCode,SendCourse9CourseTitle,SendCourse9Units,SendCourse10CourseCode,SendCourse10CourseTitle,SendCourse10Units,ReceiveInstitution,ReceiveEditionLowYear,ReceiveEditionHighYear,ReceiveCourse1CourseCode,ReceiveCourse1CourseTitle,ReceiveCourse1Units,ReceiveCourse2CourseCode,ReceiveCourse2CourseTitle,ReceiveCourse2Units,ReceiveCourse3CourseCode,ReceiveCourse3CourseTitle,ReceiveCourse3Units,ReceiveCourse4CourseCode,ReceiveCourse4CourseTitle,ReceiveCourse4Units,ReceiveCourse5CourseCode,ReceiveCourse5CourseTitle,ReceiveCourse5Units,ReceiveCourse6CourseCode,ReceiveCourse6CourseTitle,ReceiveCourse6Units,ReceiveCourse7CourseCode,ReceiveCourse7CourseTitle,ReceiveCourse7Units,ReceiveCourse8CourseCode,ReceiveCourse8CourseTitle,ReceiveCourse8Units,ReceiveCourse9CourseCode,ReceiveCourse9CourseTitle,ReceiveCourse9Units,ReceiveCourse10CourseCode,ReceiveCourse10CourseTitle,ReceiveCourse10Units,ActiveDateBegin,ActiveDateEnd,ContactName,EQCreateDateTime,EQLEditDateTime,HideFlag,CommentsPublic,CommentsPrivate
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,MGT 240,Business Ethics and Self Management,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2021,2022,BUS 204,Legal and Ethical Environments of Business,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/1/22,,Nathan Napier,3/4/22 13:09,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,MGT 240,Business Ethics and Self Management,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2021,2022,BUS 204,Legal and Ethical Environments of Business,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/1/22,,Nathan Napier,3/4/22 11:23,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,MGT 240,Business Ethics and Self Management,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2021,2022,BUS 204,Legal and Ethical Environments of Business,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/1/22,,Nathan Napier,3/7/22 10:28,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,MGT 240,Business Ethics and Self Management,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2021,2022,BUS 204,Legal and Ethical Environments of Business,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/1/22,,Nathan Napier,3/7/22 12:03,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,MGT 240,Business Ethics and Self Management,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2021,2022,BUS 204,Legal and Ethical Environments of Business,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/1/22,,Nathan Napier,3/7/22 11:56,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,MGT 240,Business Ethics and Self Management,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2021,2022,BUS 204,Legal and Ethical Environments of Business,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/1/22,,Nathan Napier,3/7/22 13:12,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,MGT 240,Business Ethics and Self Management,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2021,2022,BUS 204,Legal and Ethical Environments of Business,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/1/22,,Nathan Napier,3/10/22 12:46,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,MGT 240,Business Ethics and Self Management,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2021,2022,BUS 204,Legal and Ethical Environments of Business,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/1/22,,Nathan Napier,3/3/22 12:30,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,MGT 240,Business Ethics and Self Management,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2021,2022,BUS 204,Legal and Ethical Environments of Business,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/1/22,,Nathan Napier,3/3/22 12:23,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,MGT 267,Introduction to Business Law,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2021,2022,BUS 204,Legal and Ethical Environments of Business,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/1/22,,Nathan Napier,3/3/22 12:30,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,MGT 267,Introduction to Business Law,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2021,2022,BUS 204,Legal and Ethical Environments of Business,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/1/22,,Nathan Napier,3/3/22 12:24,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,MGT 267,Introduction to Business Law,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2021,2022,BUS 204,Legal and Ethical Environments of Business,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/1/22,,Nathan Napier,3/7/22 10:28,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,MGT 267,Introduction to Business Law,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2021,2022,BUS 204,Legal and Ethical Environments of Business,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/1/22,,Nathan Napier,3/4/22 11:23,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,MGT 267,Introduction to Business Law,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2021,2022,BUS 204,Legal and Ethical Environments of Business,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/1/22,,Nathan Napier,3/4/22 13:08,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,MGT 267,Introduction to Business Law,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2021,2022,BUS 204,Legal and Ethical Environments of Business,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/1/22,,Nathan Napier,3/3/22 12:05,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,MGT 267,Introduction to Business Law,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2021,2022,BUS 204,Legal and Ethical Environments of Business,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/1/22,,Nathan Napier,3/10/22 9:02,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,MGT 267,Introduction to Business Law,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2021,2022,BUS 204,Legal and Ethical Environments of Business,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/1/22,,Nathan Napier,3/10/22 9:15,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,MGT 267,Introduction to Business Law,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2021,2022,BUS 204,Legal and Ethical Environments of Business,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/1/22,,Nathan Napier,3/10/22 13:07,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,MGT 267,Introduction to Business Law,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2021,2022,BUS 204,Legal and Ethical Environments of Business,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/1/22,,Nathan Napier,3/10/22 13:15,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,MGT 267,Introduction to Business Law,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2021,2022,BUS 204,Legal and Ethical Environments of Business,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/1/22,,Nathan Napier,3/10/22 12:47,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,MGT 267,Introduction to Business Law,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2021,2022,BUS 204,Legal and Ethical Environments of Business,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/1/22,,Nathan Napier,3/7/22 13:13,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,MGT 267,Introduction to Business Law,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2021,2022,BUS 204,Legal and Ethical Environments of Business,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/1/22,,Nathan Napier,3/7/22 11:57,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,MGT 267,Introduction to Business Law,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2021,2022,BUS 204,Legal and Ethical Environments of Business,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/1/22,,Nathan Napier,3/7/22 12:02,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,MGT 267,Introduction to Business Law,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2021,2022,BUS 204,Legal and Ethical Environments of Business,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/1/22,,Nathan Napier,3/11/22 13:20,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,MGT 267,Introduction to Business Law,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2021,2022,BUS 204,Legal and Ethical Environments of Business,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/1/22,,Nathan Napier,3/8/22 10:42,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,MGT 267,Introduction to Business Law,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2021,2022,BUS 204,Legal and Ethical Environments of Business,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/1/22,,Nathan Napier,3/10/22 11:43,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,MIT 206,Medical Transcription,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2021,2022,EKU X200,UNIVERSITY PROGRAMS ELECTIVE-NO DIRECT EKU EQUIVALENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/1/20,,eCampus *Lauren Edmondson,6/16/22 15:11,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,MIT 208,Inpatient Coding,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2021,2022,HSA X200,HEALTH SERVICES ADMINISTRATION ELECTIVE-NO DIRECT EKU EQUIVALENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/19/22,,On-Campus *Jason Webster,5/19/22 9:57,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,MIT 212,Medications,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2021,2022,EMC 225,Introduction to Pharmacology,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/29/22,,On-Campus *Jason Webster,4/29/22 11:48,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,MIT 250,Legal Issues in Medical Information Management,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2021,2022,HSA X200,HEALTH SERVICES ADMINISTRATION ELECTIVE-NO DIRECT EKU EQUIVALENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/1/20,,eCampus *Lauren Edmondson,8/25/22 8:50,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,MSG 117,Musculoskeletal Anatomy & Physiology I,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2021,2022,EKU X100,UNIVERSITY PROGRAMS ELECTIVE-NO DIRECT EKU EQUIVALENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/1/20,,eCampus *Lauren Edmondson,8/30/22 11:56,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,MSG 119,Musculoskeletal Anatomy & Physiology II,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2021,2022,EKU X100,UNIVERSITY PROGRAMS ELECTIVE-NO DIRECT EKU EQUIVALENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/1/20,,eCampus *Lauren Edmondson,8/30/22 11:58,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,MSG 132,Massage Techniques I,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2021,2022,EKU X100,UNIVERSITY PROGRAMS ELECTIVE-NO DIRECT EKU EQUIVALENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/1/20,,eCampus *Lauren Edmondson,8/30/22 11:56,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,MSG 134,Massage Techniques II,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2021,2022,EKU X100,UNIVERSITY PROGRAMS ELECTIVE-NO DIRECT EKU EQUIVALENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/1/20,,eCampus *Lauren Edmondson,8/30/22 11:56,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,MSG 220,Massage Therapy Pathology,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2021,2022,EKU X200,UNIVERSITY PROGRAMS ELECTIVE-NO DIRECT EKU EQUIVALENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/1/20,,eCampus *Lauren Edmondson,8/30/22 11:58,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,MSG 232,Advanced Clinical Massage I,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2021,2022,EKU X200,UNIVERSITY PROGRAMS ELECTIVE-NO DIRECT EKU EQUIVALENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/1/20,,eCampus *Lauren Edmondson,8/30/22 11:57,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,MSG 234,Advanced Clinical Massage II,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2021,2022,EKU X200,UNIVERSITY PROGRAMS ELECTIVE-NO DIRECT EKU EQUIVALENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/1/20,,eCampus *Lauren Edmondson,8/30/22 11:57,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,MSG 286,Massage Therapy Student Clinic,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2021,2022,EKU X200,UNIVERSITY PROGRAMS ELECTIVE-NO DIRECT EKU EQUIVALENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/1/20,,eCampus *Lauren Edmondson,8/30/22 11:56,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,MSY 291,Masonry Applications,3-Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2021,2022,CON X200,CONSTRUCTION MANAGEMENT ELECTIVE-NO DIRECT EKU EQUIVALENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/18/21,,On-Campus *Jason Webster,11/18/21 12:48,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,OST 221,Legal Office Simulation,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2021,2022,LAS X200,PARALEGAL ELECTIVE-NO DIRECT EKU EQUIVALENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/1/20,,eCampus *Lauren Edmondson,3/21/22 12:19,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,POL 280,Introduction to Public Policy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2021,2022,POL 374,Introduction to Public Policy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/26/22,,On-Campus *Jason Webster,8/26/22 10:23,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,REL 170,Philosophy of Religion,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2021,2022,PHI 240,Philosophy of Religion,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/1/20,,eCampus *Lauren Edmondson,10/18/22 13:48,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,REL 241,Life and Letters of Paul,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2021,2022,REL X200,RELIGION ELECTIVE-NO DIRECT EKU EQUIVALENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/1/20,,eCampus *Lauren Edmondson,5/17/22 8:51,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,SDC 104,Transfer Planning,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2021,2022,EKU X100,UNIVERSITY PROGRAMS ELECTIVE-NO DIRECT EKU EQUIVALENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/30/22,,On-Campus *Jason Webster,3/30/22 12:19,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,SPA 205U,Spanish for Bilingual Students,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2021,2022,SPA 202,Intermediate Conversational Spanish II,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/13/22,,On-Campus *Jason Webster,1/13/22 13:40,1/13/22 13:40,No,EKU Diversity Requirement (E-6),
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,SPA 215U,Written Spanish for Bilingual Students,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2021,2022,SPA 202,Intermediate Conversational Spanish II,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/17/22,,On-Campus *Jason Webster,11/17/22 12:41,,No,EKU Diversity,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,STA 151,Introduction to Applied Statistics,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2021,2022,SOC 232,Social Statistics,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/11/22,,On-Campus *Jason Webster,2/11/22 12:37,2/11/22 12:42,No,GE: Quantitative Reasoning,(02/11/2022)Approved by Dr. Abbey Poffenberger.  GEQR: STA/MAT 151 is applicable towards this institution's Quantitative Reasoning area.
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,STA 210U,Making Sense of Uncertainty: An Introduction to Statistical Reasoning,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2020,2021,STA 215,Introduction to Statistical Reasoning,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/1/20,8/25/22,eCampus *Lauren Edmondson,10/19/21 5:54,8/26/22 5:37,Yes,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,STA 210U,Making Sense of Uncertainty: An Introduction to Statistical Reasoning,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2021,2022,STA 215,Introduction to Statistical Reasoning,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/1/21,,On-Campus *Jason Webster,11/7/22 10:19,,No,EKU Quantitative Reasoning<br> <u>Thru Su16</u><br> STA 210 = STA X200<br> <u>Fa16 - Su21</u><br> STA 210 = STA X200<br> (Petition for STA 215)<br> <u>Fa21  Current</u><br> STA 210 = STA X200<br> <b><u>Fa21  Current</u><br> STA 210U = STA 215</b>,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,STA 251,Applied Statistics,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2021,2022,STA 215,Introduction to Statistical Reasoning,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/11/22,,On-Campus *Jason Webster,2/11/22 12:52,2/11/22 12:52,No,GE: Quantitative Reasoning,(02/11/2022)MAT/STA151 is prereq to MAT/STA 251 so no combo needed.  Approved by Zac Lewis.
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,STA 296U,Statistical Methods and Motivations,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2021,2022,STA 215,Introduction to Statistical Reasoning,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/18/21,,On-Campus *Jason Webster,11/18/21 12:56,,No,GE Quantitative Reasoning,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,TES 100,Introduction to Teaching English to Speakers of Other Languages (TESOL),3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2021,2022,ENG 515,English as a Second Language,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/1/20,,eCampus *Lauren Edmondson,7/26/22 8:15,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,TES 101,Second Language Literacy & Acquisition,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2021,2022,ENG 515,English as a Second Language,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/1/20,,eCampus *Lauren Edmondson,7/26/22 8:15,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,TES 102,TESOL Methods & Practice,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2021,2022,ENG 515,English as a Second Language,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/1/20,,eCampus *Lauren Edmondson,7/26/22 8:15,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,TES 103,Second Language Teaching w/Lab,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2021,2022,ENG 515,English as a Second Language,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/1/20,,eCampus *Lauren Edmondson,7/26/22 8:15,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,THA 230,Unarmed Stage Combat,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2021,2022,THE X200,Theatre Arts Course-No Direct EKU Equivalent.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/26/22,,On-Campus *Jason Webster,8/26/22 10:24,,No,,
